filename,modified_key,original_value,error_value,error_type,affected_module,impact_description,option,source_file,domain_density,token_set,param_name,param_in_repo
DU_case_011.json,gNBs[0].servingCellConfigCommon[0].powerRampingStep,1,2,invalid enum,RRC,Invalid power ramping step,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'step', 'rrc', 'ramping', 'enum', 'power'}",powerRampingStep,
DU_case_012.json,gNBs[0].servingCellConfigCommon[0].ra_ResponseWindow,4,5,out of range,RRC,Invalid response window for RA,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'for', 'invalid', 'ra', 'response', 'out', 'rrc', 'range', 'of', 'window'}",ra_ResponseWindow,
DU_case_013.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB_PR,4,5,out of range,RRC,Invalid SSB per RACH occasion and CB preambles per SSB,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.2,"{'occasion', 'invalid', 'ssb', 'out', 'rrc', 'rach', 'cb', 'range', 'preambles', 'and', 'per', 'of'}",ssb_perRACH_OccasionAndCB_PreamblesPerSSB_PR,
DU_case_014.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB,15,16,out of range,RRC,Invalid SSB per RACH occasion and CB preambles per SSB,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.2,"{'occasion', 'invalid', 'ssb', 'out', 'rrc', 'rach', 'cb', 'range', 'preambles', 'and', 'per', 'of'}",ssb_perRACH_OccasionAndCB_PreamblesPerSSB,
DU_case_015.json,gNBs[0].servingCellConfigCommon[0].ra_ContentionResolutionTimer,7,8,out of range,RRC,Invalid contention resolution timer,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'resolution', 'out', 'rrc', 'contention', 'timer', 'range', 'of'}",ra_ContentionResolutionTimer,
DU_case_016.json,gNBs[0].servingCellConfigCommon[0].rsrp_ThresholdSSB,19,20,out of range,RRC,Invalid RSRP threshold for SSB,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.2,"{'for', 'invalid', 'rsrp', 'ssb', 'out', 'rrc', 'threshold', 'range', 'of'}",rsrp_ThresholdSSB,
DU_case_017.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex_PR,2,3,invalid enum,RRC,Invalid PRACH root sequence index,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.2,"{'invalid', 'root', 'prach', 'rrc', 'index', 'enum', 'sequence'}",prach_RootSequenceIndex_PR,
DU_case_018.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex,1,2,out of range,RRC,Invalid PRACH root sequence index,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.2,"{'invalid', 'root', 'prach', 'out', 'rrc', 'index', 'range', 'of', 'sequence'}",prach_RootSequenceIndex,
DU_case_019.json,gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing,1,2,invalid enum,RRC,Invalid subcarrier spacing for message 1,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'for', 'invalid', 'rrc', 'enum', 'subcarrier', '1', 'message', 'spacing'}",msg1_SubcarrierSpacing,
DU_case_020.json,gNBs[0].servingCellConfigCommon[0].restrictedSetConfig,0,1,invalid enum,RRC,Invalid restricted set configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'set', 'restricted', 'rrc', 'enum', 'configuration'}",restrictedSetConfig,
DU_case_021.json,gNBs[0].servingCellConfigCommon[0].msg3_DeltaPreamble,1,2,invalid enum,RRC,Invalid delta preamble for message 3,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'for', 'invalid', 'rrc', 'preamble', '3', 'enum', 'delta', 'message'}",msg3_DeltaPreamble,
DU_case_022.json,gNBs[0].servingCellConfigCommon[0].p0_NominalWithGrant,-90,-91,out of range,RRC,Invalid P0 nominal with grant,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'nominal', 'p0', 'grant', 'out', 'rrc', 'range', 'with', 'of'}",p0_NominalWithGrant,
DU_case_023.json,gNBs[0].servingCellConfigCommon[0].pucchGroupHopping,0,1,invalid enum,RRC,Invalid PUCCH group hopping,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.25,"{'invalid', 'rrc', 'enum', 'hopping', 'pucch', 'group'}",pucchGroupHopping,
DU_case_024.json,gNBs[0].servingCellConfigCommon[0].hoppingId,40,41,out of range,RRC,Invalid hopping ID,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'out', 'rrc', 'id', 'hopping', 'range', 'of'}",hoppingId,
DU_case_025.json,gNBs[0].servingCellConfigCommon[0].p0_nominal,-90,-91,out of range,RRC,Invalid P0 nominal,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'nominal', 'p0', 'out', 'rrc', 'range', 'of'}",p0_nominal,
DU_case_026.json,gNBs[0].servingCellConfigCommon[0].ssb_PositionsInBurst_Bitmap,1,2,invalid enum,RRC,Invalid SSB positions in burst bitmap,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.16666666666666666,"{'invalid', 'ssb', 'in', 'rrc', 'positions', 'bitmap', 'enum', 'burst'}",ssb_PositionsInBurst_Bitmap,
DU_case_027.json,gNBs[0].servingCellConfigCommon[0].ssb_periodicityServingCell,2,3,invalid enum,RRC,Invalid SSB periodicity serving cell,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.2,"{'invalid', 'ssb', 'cell', 'rrc', 'serving', 'enum', 'periodicity'}",ssb_periodicityServingCell,
DU_case_028.json,gNBs[0].servingCellConfigCommon[0].dmrs_TypeA_Position,0,1,invalid enum,RRC,Invalid DMRS type A position,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.2,"{'invalid', 'a', 'dmrs', 'rrc', 'position', 'enum', 'type'}",dmrs_TypeA_Position,
DU_case_029.json,gNBs[0].servingCellConfigCommon[0].subcarrierSpacing,1,2,invalid enum,RRC,Invalid subcarrier spacing,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'rrc', 'enum', 'subcarrier', 'spacing'}",subcarrierSpacing,
DU_case_030.json,gNBs[0].servingCellConfigCommon[0].referenceSubcarrierSpacing,1,2,invalid enum,RRC,Invalid reference subcarrier spacing,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'reference', 'rrc', 'enum', 'subcarrier', 'spacing'}",referenceSubcarrierSpacing,
DU_case_031.json,gNBs[0].servingCellConfigCommon[0].dl_UL_TransmissionPeriodicity,6,7,out of range,RRC,Invalid DL-UL transmission periodicity,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ul', 'out', 'rrc', 'periodicity', 'range', 'of', 'dl', 'transmission'}",dl_UL_TransmissionPeriodicity,
DU_case_032.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSlots,7,8,out of range,RRC,Invalid number of downlink slots,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'downlink', 'out', 'rrc', 'slots', 'range', 'number', 'of'}",nrofDownlinkSlots,
DU_case_033.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSymbols,6,7,out of range,RRC,Invalid number of downlink symbols,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'downlink', 'symbols', 'out', 'rrc', 'range', 'number', 'of'}",nrofDownlinkSymbols,
DU_case_034.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSlots,2,3,out of range,RRC,Invalid number of uplink slots,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'out', 'rrc', 'slots', 'of', 'range', 'number', 'uplink'}",nrofUplinkSlots,
DU_case_035.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSymbols,4,5,out of range,RRC,Invalid number of uplink symbols,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'symbols', 'out', 'rrc', 'range', 'of', 'number', 'uplink'}",nrofUplinkSymbols,
DU_case_036.json,gNBs[0].servingCellConfigCommon[0].ssPBCH_BlockPower,-25,-26,out of range,RRC,Invalid SSB PBCH block power,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.2,"{'invalid', 'ssb', 'pbch', 'out', 'rrc', 'range', 'of', 'power', 'block'}",ssPBCH_BlockPower,
DU_case_037.json,MACRLCs[0].num_cc,1,2,out of range,MAC,Invalid number of CC,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'mac', 'out', 'cc', 'range', 'number', 'of'}",num_cc,
DU_case_038.json,MACRLCs[0].tr_s_preference,local_L1,f1,invalid enum,MAC,Invalid transport stream preference,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'mac', 'transport', 'stream', 'enum', 'preference'}",tr_s_preference,
DU_case_039.json,MACRLCs[0].tr_n_preference,f1,local_mac,invalid enum,MAC,Invalid transport network preference,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'mac', 'transport', 'network', 'enum', 'preference'}",tr_n_preference,
DU_case_040.json,MACRLCs[0].local_n_address,127.0.0.3,127.0.0.4,invalid format,MAC,Invalid local network address,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'mac', 'network', 'format', 'local', 'address'}",local_n_address,
DU_case_041.json,MACRLCs[0].remote_n_address,127.0.0.5,127.0.0.6,invalid format,MAC,Invalid remote network address,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'mac', 'network', 'format', 'remote', 'address'}",remote_n_address,
DU_case_042.json,MACRLCs[0].local_n_portc,500,501,out of range,MAC,Invalid local network port C,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'mac', 'c', 'out', 'port', 'network', 'range', 'local', 'of'}",local_n_portc,
DU_case_043.json,MACRLCs[0].local_n_portd,2152,2153,out of range,MAC,Invalid local network port D,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'd', 'mac', 'out', 'port', 'network', 'range', 'local', 'of'}",local_n_portd,
DU_case_044.json,MACRLCs[0].remote_n_portc,501,502,out of range,MAC,Invalid remote network port C,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'mac', 'c', 'out', 'port', 'network', 'range', 'remote', 'of'}",remote_n_portc,
DU_case_045.json,MACRLCs[0].remote_n_portd,2152,2153,out of range,MAC,Invalid remote network port D,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'd', 'mac', 'out', 'port', 'network', 'range', 'remote', 'of'}",remote_n_portd,
DU_case_046.json,L1s[0].num_cc,1,2,out of range,L1,Invalid number of CC,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'out', 'l1', 'cc', 'range', 'number', 'of'}",num_cc,
DU_case_047.json,L1s[0].tr_n_preference,local_mac,f1,invalid enum,L1,Invalid transport network preference,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'transport', 'network', 'enum', 'l1', 'preference'}",tr_n_preference,
DU_case_048.json,L1s[0].prach_dtx_threshold,120,121,out of range,L1,Invalid PRACH DTX threshold,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.25,"{'invalid', 'dtx', 'prach', 'out', 'threshold', 'l1', 'range', 'of'}",prach_dtx_threshold,
DU_case_049.json,L1s[0].pucch0_dtx_threshold,150,151,out of range,L1,Invalid PUCCH 0 DTX threshold,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.2,"{'invalid', 'dtx', 'out', '0', 'threshold', 'l1', 'range', 'pucch', 'of'}",pucch0_dtx_threshold,
DU_case_050.json,L1s[0].ofdm_offset_divisor,8,9,out of range,L1,Invalid OFDM offset divisor,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'out', 'l1', 'offset', 'range', 'ofdm', 'divisor', 'of'}",ofdm_offset_divisor,
DU_case_051.json,RUs[0].local_rf,yes,no,invalid enum,RU,Invalid local RF configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'rf', 'ru', 'enum', 'local', 'configuration'}",local_rf,
DU_case_052.json,RUs[0].nb_tx,4,5,out of range,RU,Invalid number of transmit antennas,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'out', 'range', 'transmit', 'antennas', 'number', 'of'}",nb_tx,
DU_case_053.json,RUs[0].nb_rx,4,5,out of range,RU,Invalid number of receive antennas,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'out', 'range', 'antennas', 'number', 'of', 'receive'}",nb_rx,
DU_case_054.json,RUs[0].att_tx,0,1,out of range,RU,Invalid transmit attenuation,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'out', 'attenuation', 'range', 'transmit', 'of'}",att_tx,
DU_case_055.json,RUs[0].att_rx,0,1,out of range,RU,Invalid receive attenuation,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'out', 'attenuation', 'range', 'of', 'receive'}",att_rx,
DU_case_056.json,RUs[0].bands,[78],[79],invalid format,RU,Invalid frequency band configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'band', 'ru', 'format', 'frequency', 'configuration'}",bands,
DU_case_057.json,RUs[0].max_pdschReferenceSignalPower,-27,-28,out of range,RU,Invalid maximum PDSCH reference signal power,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'reference', 'ru', 'out', 'pdsch', 'range', 'power', 'signal', 'of', 'maximum'}",max_pdschReferenceSignalPower,
DU_case_058.json,RUs[0].max_rxgain,114,115,out of range,RU,Invalid maximum receive gain,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'out', 'range', 'of', 'gain', 'receive', 'maximum'}",max_rxgain,
DU_case_059.json,RUs[0].sf_extension,0,1,invalid enum,RU,Invalid subframe extension,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'enum', 'extension', 'subframe'}",sf_extension,
DU_case_060.json,RUs[0].eNB_instances,[0],[1],invalid format,RU,Invalid eNB instance configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'format', 'instance', 'enb', 'configuration'}",eNB_instances,
DU_case_061.json,RUs[0].clock_src,internal,external,invalid enum,RU,Invalid clock source,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'source', 'ru', 'enum', 'clock'}",clock_src,
DU_case_062.json,RUs[0].ru_thread_core,6,7,out of range,RU,Invalid RU thread core,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'out', 'core', 'thread', 'range', 'of'}",ru_thread_core,
DU_case_063.json,RUs[0].sl_ahead,5,6,out of range,RU,Invalid scheduling lookahead,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'out', 'lookahead', 'scheduling', 'range', 'of'}",sl_ahead,
DU_case_064.json,RUs[0].do_precoding,0,1,invalid enum,RU,Invalid precoding configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', 'enum', 'precoding', 'configuration'}",do_precoding,
DU_case_065.json,rfsimulator.serveraddr,server,client,invalid enum,RF simulator,Invalid server address,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'rf', 'server', 'enum', 'simulator', 'address'}",serveraddr,
DU_case_066.json,rfsimulator.serverport,4043,4044,out of range,RF simulator,Invalid server port,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'rf', 'out', 'port', 'server', 'range', 'simulator', 'of'}",serverport,
DU_case_067.json,rfsimulator.options,[],['saviq'],invalid format,RF simulator,Invalid options configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'rf', 'format', 'simulator', 'options', 'configuration'}",options,
DU_case_068.json,rfsimulator.modelname,AWGN,Rician,invalid enum,RF simulator,Invalid model name,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'rf', 'enum', 'simulator', 'name', 'model'}",modelname,
DU_case_069.json,rfsimulator.IQfile,/tmp/rfsimulator.iqs,/tmp/rfsimulator.iq,invalid format,RF simulator,Invalid IQ file configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'rf', 'format', 'simulator', 'iq', 'file', 'configuration'}",IQfile,
DU_case_070.json,log_config.global_log_level,info,debug,invalid enum,Logging,Invalid global log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'global', 'level', 'enum', 'logging', 'log'}",global_log_level,
DU_case_071.json,log_config.hw_log_level,info,debug,invalid enum,Logging,Invalid hardware log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'level', 'enum', 'logging', 'hardware', 'log'}",hw_log_level,
DU_case_072.json,log_config.phy_log_level,info,debug,invalid enum,Logging,Invalid physical log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'level', 'physical', 'enum', 'logging', 'log'}",phy_log_level,
DU_case_073.json,log_config.mac_log_level,info,debug,invalid enum,Logging,Invalid MAC log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.25,"{'invalid', 'mac', 'level', 'enum', 'logging', 'log'}",mac_log_level,
DU_case_074.json,log_config.rlc_log_level,info,debug,invalid enum,Logging,Invalid RLC log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.25,"{'invalid', 'level', 'enum', 'logging', 'rlc', 'log'}",rlc_log_level,
DU_case_075.json,log_config.pdcp_log_level,info,debug,invalid enum,Logging,Invalid PDCP log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.25,"{'invalid', 'pdcp', 'level', 'enum', 'logging', 'log'}",pdcp_log_level,
DU_case_076.json,log_config.rrc_log_level,info,debug,invalid enum,Logging,Invalid RRC log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.25,"{'invalid', 'rrc', 'level', 'enum', 'logging', 'log'}",rrc_log_level,
DU_case_077.json,log_config.f1ap_log_level,info,debug,invalid enum,Logging,Invalid F1AP log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.25,"{'invalid', 'level', 'enum', 'logging', 'f1ap', 'log'}",f1ap_log_level,
DU_case_078.json,log_config.ngap_log_level,info,debug,invalid enum,Logging,Invalid NGAP log level,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.25,"{'invalid', 'level', 'enum', 'logging', 'ngap', 'log'}",ngap_log_level,
DU_case_079.json,fhi_72.dpdk_devices,"['0000:ca:02.0', '0000:ca:02.1']","['0000:ca:02.0', '0000:ca:02.2']",invalid format,FHI 72,Invalid DPDK device configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', '72', 'format', 'fhi', 'dpdk', 'device', 'configuration'}",dpdk_devices,
DU_case_080.json,fhi_72.system_core,0,1,out of range,FHI 72,Invalid system core,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'system', 'out', '72', 'core', 'range', 'fhi', 'of'}",system_core,
DU_case_081.json,fhi_72.io_core,4,5,out of range,FHI 72,Invalid I/O core,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'out', '72', 'core', 'range', 'o', 'fhi', 'i', 'of'}",io_core,
DU_case_082.json,fhi_72.worker_cores,[2],[3],invalid format,FHI 72,Invalid worker core configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'worker', '72', 'core', 'format', 'fhi', 'configuration'}",worker_cores,
DU_case_083.json,fhi_72.ru_addr,"['e8:c7:4f:25:80:ed', 'e8:c7:4f:25:80:ed']","['e8:c7:4f:25:80:ed', 'e8:c7:4f:25:80:ee']",invalid format,FHI 72,Invalid RU address configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ru', '72', 'format', 'fhi', 'address', 'configuration'}",ru_addr,
DU_case_084.json,fhi_72.mtu,9000,9001,out of range,FHI 72,Invalid MTU,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'mtu', 'out', '72', 'range', 'fhi', 'of'}",mtu,
DU_case_085.json,fhi_72.fh_config[0].T1a_cp_dl,"[285, 429]","[286, 430]",invalid format,FHI 72,Invalid T1a CP DL configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'cp', '72', 'format', 'fhi', 't1a', 'dl', 'configuration'}",T1a_cp_dl,
DU_case_086.json,fhi_72.fh_config[0].T1a_cp_ul,"[285, 429]","[286, 430]",invalid format,FHI 72,Invalid T1a CP UL configuration,op1,C:\Users\bmwlab\Desktop\testing_row_data\option_1\json\processed\op1_100_case_1.json,0.0,"{'invalid', 'ul', 'cp', '72', 'format', 'fhi', 't1a', 'configuration'}",T1a_cp_ul,
